"ReviewId","RecipeId","AuthorId","AuthorName","Review","DateSubmitted","DateModified","sentiment","confidence"
"466.0","3457.0","5965.0","jennifer walker","This was easy to make and very YUMMY!","2001-02-25 21:40:18+00:00","2001-02-25 21:40:18+00:00","positive","0.9"
"467.0","3516.0","5965.0","jennifer walker","This is a great recipe....It didn't take too much time to prepare and the final results were delicious!","2001-02-25 21:40:25+00:00","2001-02-25 21:40:25+00:00","positive","0.9"
"470.0","8473.0","6007.0","Dreama Kuhlmann","Isn't it dangerous to consume raw eggs?","2001-02-28 14:42:32+00:00","2001-02-28 14:42:32+00:00","positive","0.85"
"471.0","4776.0","6123.0","pamela krage","great!","2001-02-28 14:42:36+00:00","2001-02-28 14:42:36+00:00","negative","0.8"
"474.0","2942.0","6134.0","Roselita Ray","good and if prepared ingred. already then only takes approx. 6 min. equalling fast!!","2001-02-28 14:43:52+00:00","2001-02-28 14:43:52+00:00","positive","0.95"
"478.0","2988.0","5568.0","jennifer sander","i browned the ground beef and then mixed everything together in the croc pot and let it simmer for about 2-3 hours. it was wonderful!!","2001-03-01 10:56:43+00:00","2001-03-01 10:56:43+00:00","positive","0.9"
"483.0","451.0","4837.0","Debbie Elezi","I love these potaotoes! We always called them Grecian Patatoes. at any rate for a little extra effort these spuds are worh it! P.S. The Greek Lemon chicken is great also.","2001-03-02 23:56:43+00:00","2001-03-02 23:56:43+00:00","positive","0.9"
"487.0","4882.0","6183.0","Annette Vystrcil","My recipe is similar...using a whole chicken instead...and slightly different ingerdients..but the major difference is that I make a small dumpling instead of the noodles....","2001-03-03 13:48:00+00:00","2001-03-03 13:48:00+00:00","neutral","0.7"
"492.0","3812.0","6234.0","Michael Feehery","This is a great recipe! Try serving with hollandaise sauce.","2001-03-04 12:59:16+00:00","2001-03-04 12:59:16+00:00","positive","0.9"
"497.0","170.0","6127.0","Eva Mann","Our family found this recipe simply delicious and easy to make.","2001-03-05 17:17:59+00:00","2001-03-05 17:17:59+00:00","positive","0.9"
"500.0","4429.0","5766.0","Marie Abernathy","Suet is the fat that our mothers used to get with the stew beef . You need to grind it up to go in the bread pudding.","2001-03-07 10:20:58+00:00","2001-03-07 10:20:58+00:00","positive","0.9"
"501.0","3779.0","6303.0","michael blender","You can tell he or she has never worked as a chef.  Just because you come from philly doesn't make you an expert","2001-03-07 10:21:12+00:00","2001-03-07 10:21:12+00:00","positive","0.9"
"502.0","4608.0","6302.0","Ukyo Kuonji","First web site that had the recipe!!! Thanks You!!!!!","2001-03-07 10:21:18+00:00","2001-03-07 10:21:18+00:00","positive","0.9"
"505.0","7303.0","6244.0","judyaz","From the editor: when Bill made this there was an error in the recipe that incorrectly listed the measurement of the pepper flakes. I have corrected this. Thanks.","2001-03-07 10:23:43+00:00","2001-03-07 10:23:43+00:00","negative","0.8"
"508.0","8608.0","6389.0","Grace Riley","best recipe iv tried in a long time.","2001-03-12 11:53:56+00:00","2001-03-12 11:53:56+00:00","positive","0.9"
"511.0","3222.0","6362.0","James Lamb","This recipe is outsatanding it took me by surprise on how deleicous it was thanks recipezaar","2001-03-12 15:27:12+00:00","2001-03-12 15:27:12+00:00","positive","0.9"
"517.0","4296.0","6406.0","Judith Fraser","Found this recipie to be delicious and easy to prepare.  My husband loved it and is not usually fond of meatloaf.  The carrots made it even more moist than most meatloafs and the sauce on top made the flavor wonderful.","2001-03-12 15:27:12+00:00","2001-03-12 15:27:12+00:00","positive","0.9"
"522.0","7477.0","5816.0","Virginia Lefler","Alot of work (I actually made the pork broth) and really wasn't that good.  Gristly (from gizzards) and too strong a liver taste.","2001-03-12 15:28:19+00:00","2001-03-12 15:28:19+00:00","neutral","0.7"
"525.0","2980.0","6390.0","Steve Carlson","Did I miss where the wine and bread come in?","2001-03-12 17:25:41+00:00","2001-03-12 17:25:41+00:00","positive","0.9"
"527.0","480.0","6437.0","Chris Reed","Great!","2001-03-14 12:06:46+00:00","2001-03-14 12:06:46+00:00","positive","0.9"
"528.0","7217.0","5523.0","Dave C","Hey. Got this recipe in the March 8th news letter. tried it last weekend. not bad.","2001-03-14 12:06:46+00:00","2001-03-14 12:06:46+00:00","positive","0.95"
"533.0","7776.0","5830.0","jenee mccaleb","This recipe was great because uses pantry freindly ingredients and it tasted wonderful.All you need is the food processor. I love that you don't need sour cream which I never have on hand just mayonnaise it and its good.","2001-03-16 12:15:50+00:00","2001-03-16 12:15:50+00:00","positive","0.8"
"534.0","506.0","5830.0","jenee mccaleb","This recipe is easy and my husband loved it.I t does make a lot though so be prepared.","2001-03-16 12:15:50+00:00","2001-03-16 12:15:50+00:00","positive","0.9"
"535.0","4560.0","5830.0","jenee mccaleb","""These cookies have also been called """"magic cookies"""" (without the butterscotch) on the back of the sweetened condensed mild can and they will give you the temp-- which is 350.""","2001-03-16 12:15:50+00:00","2001-03-16 12:15:50+00:00","positive","0.95"
"547.0","4717.0","6563.0","Niki W.","I used canned sweet potatoes instead of 'real' ones. . .but it was still excellent!","2001-03-19 11:41:23+00:00","2001-03-19 11:41:23+00:00","positive","0.8"
"548.0","8634.0","6600.0","Sandy Piche","what a great recipe. I can use it as a main dish or as a side dish with breaded cutlets.","2001-03-19 11:41:23+00:00","2001-03-19 11:41:23+00:00","positive","0.9"
"550.0","8486.0","6406.0","Judith Fraser","I liked this dish but would omit the cloves of garlic. There are so many other flavors going on here that it doesn't need it.","2001-03-19 11:41:23+00:00","2001-03-19 11:41:23+00:00","positive","0.9"
"552.0","7435.0","4337.0","rcjldemars","I tried Kevin's recipe for the Corned Beef and the recipe on the package of another pre-prepared brisket. The aroma and texture of Kevin's preparation were exciting. A fine blend of liquids and spices.","2001-03-19 11:41:23+00:00","2001-03-19 11:41:23+00:00","positive","0.8"
"554.0","3470.0","6688.0","Mr. Riki Screen","diff. brands of soup make it taste diff. but a very good meal for alazy day...","2001-03-24 09:25:42+00:00","2001-03-24 09:25:42+00:00","positive","0.9"
"556.0","7548.0","6713.0","carol webber","this is a great treat and easy to make!!!!!","2001-03-24 09:25:42+00:00","2001-03-24 09:25:42+00:00","neutral","0.4"
"557.0","8541.0","6755.0","Joey Jabaley","Adding cilantro and maybe a bit of cardamom and/or coriander would compliment.  Cooking time for crockpot wasn't clear.","2001-03-24 09:25:42+00:00","2001-03-24 09:25:42+00:00","positive","0.9"
"561.0","2903.0","6976.0","Spencer Simmons","This dish was prepared and plated in about 45 minutes (including prep time) and was very easy to make.  We made the dish just as the recipe read with no substitutions.  For the ground red pepper we used cayenne (go very light lest it be too hot).  I will admit that we bumped the amount of garlic up a bit to about 3 cloves chopped.","2001-03-24 09:25:42+00:00","2001-03-24 09:25:42+00:00","positive","0.9"
"567.0","7435.0","7064.0","Betty Wagner","Wow!I came here looking for a recipe for corned beef because I had never cooked one before. I had to buy most of the spices but it was well worth it. The recipie was easy to follow and my 7 other guests raved about the flavor. They said they could have not gotten a better meal in a restaurant. Thanks!","2001-03-25 16:48:06+00:00","2001-03-25 16:48:06+00:00","positive","0.8"
"571.0","7483.0","6975.0","roxanne","easy to make & tastes excellent","2001-03-25 16:48:41+00:00","2001-03-25 16:48:41+00:00","positive","0.9"
"573.0","619.0","7081.0","george mchugh","like the one i have had in res.","2001-03-25 16:48:41+00:00","2001-03-25 16:48:41+00:00","positive","0.95"
"574.0","1267.0","7087.0","Robyn Shuda","I am always looking for good chinese recipes and this is one of them!  It is a must!","2001-03-25 16:48:41+00:00","2001-03-25 16:48:41+00:00","positive","0.95"
"582.0","1978.0","7145.0","cam Bentley","Easy to make and tastes great!","2001-03-29 17:11:32+00:00","2001-03-29 17:11:32+00:00","positive","0.95"
"584.0","7465.0","7207.0","Christi Gilmore","This is the best!","2001-03-29 17:11:32+00:00","2001-03-29 17:11:32+00:00","positive","0.9"
"587.0","8182.0","7240.0","Amber Broach","This stuff is nasty it is horrible yuck!!!!","2001-03-29 17:11:32+00:00","2001-03-29 17:11:32+00:00","positive","0.9"
"591.0","6819.0","3288.0","TishT","OK...but I thought it was missing some pizzaz.","2001-03-29 17:11:33+00:00","2001-03-29 17:11:33+00:00","positive","0.9"
"595.0","8509.0","7384.0","Kim Blanchard","Excellent and so simple to make.  I replaced the Accent with Lawry's Season salt.  My whole family loved them -- no left overs!  I will make these again.  Thanks for the great recipe!","2001-03-29 17:11:33+00:00","2001-03-29 17:11:33+00:00","positive","0.9"
"596.0","6640.0","6584.0","thomas stitak","very good ! took some to mom & dad and they want more.","2001-03-29 17:11:33+00:00","2001-03-29 17:11:33+00:00","positive","0.95"
"598.0","8122.0","7401.0","Jessica Haines","Fabulous! Not too heavy and not too dry. Keep the Polish recipes comming!","2001-03-29 17:11:33+00:00","2001-03-29 17:11:33+00:00","positive","0.9"
"599.0","5275.0","7329.0","suzy quinton","havent made them yet but am very much looking forward to doing so...have missed the taste of faggots for 10 years....i just have one problem i have no idea what a pigs apron is....please if u could forward this info...i will look forward to trying the recipe.....thank u for being ther...","2001-03-29 17:18:45+00:00","2001-03-29 17:18:45+00:00","positive","0.9"
"604.0","3110.0","7449.0","Chantelle Volorney","How could anyone actually eat something so dirty? Please tell me why when we can eat chicken breast or wings would anyone choose to put this in their mouth!","2001-04-02 17:35:34+00:00","2001-04-02 17:35:34+00:00","positive","0.9"
"612.0","7356.0","6748.0","Carie Ruhl","Great April Fool's day joke for the kids!  Fairly easy to make.","2001-04-02 17:35:34+00:00","2001-04-02 17:35:34+00:00","negative","0.9"
"616.0","2255.0","6434.0","pat ebsch","This is so good cooled or hot","2001-04-02 17:35:34+00:00","2001-04-02 17:35:34+00:00","positive","0.8"
"629.0","3877.0","7673.0","Rachel Merrell","I substituted 3 bananas instead of zucchini and it was very yummy!","2001-04-18 08:53:56+00:00","2001-04-18 08:53:56+00:00","positive","0.9"
"634.0","3225.0","7713.0","lynn dickensheets","This dish is always a hit!","2001-04-04 16:51:30+00:00","2001-04-04 16:51:30+00:00","positive","0.9"
"635.0","1069.0","7747.0","k c1944","Kids loved watching the crystal form! We added food colour to this recipe for fun.","2001-04-05 11:43:12+00:00","2001-04-05 11:43:12+00:00","positive","0.8"
"639.0","3186.0","7808.0","Christina","This recipe is perfect for entertaining.  I created a simple yet authentic French meal accompanied by these delicious gougere puffs.  Simple yet satisfying.","2001-04-09 18:51:57+00:00","2001-04-09 18:51:57+00:00","positive","0.8"
"641.0","4244.0","7697.0","Krystal Shankle1","This is a great beverage for a dinner party. We loved these. It was so much better than a mix. The powdered sugar was the biggest surprise. It set the whole thing off.","2001-04-09 18:51:57+00:00","2001-04-09 18:51:57+00:00","positive","0.9"
"647.0","1595.0","2962.0","m bucken","The recipe works well and is fairly flexable.  I have tried it without the lemon or with 4 chicken breasts instead of 3.","2001-04-09 18:51:57+00:00","2001-04-09 18:51:57+00:00","negative","0.6"
"648.0","506.0","7407.0","Susan Scovill","Very Tasty!  I added peas and finely chopped carrot to add colour and vitamins.","2001-04-09 18:51:57+00:00","2001-04-09 18:51:57+00:00","positive","0.9"
"656.0","4330.0","7920.0","Margie Kirkman","I have made this recipe several times.And my family just love it.It's easy and made a great dish for Thanksgiving.A lot of people have said for the recipes.My children also liked it.","2001-04-09 18:51:58+00:00","2001-04-09 18:51:58+00:00","negative","0.8"
"657.0","8688.0","7504.0","judy hill","The main suggestion I will make about this recipe is you really should double it!!You will be surprised at how fast they go. Once you start eating it is hard to quit. YUMMY!!","2001-04-09 18:51:58+00:00","2001-04-09 18:51:58+00:00","positive","0.9"
"661.0","8312.0","7995.0","Matt Angulo","I made this dish for my family and they loved it!  It makes a little more than 4 servings and is really filling.","2001-04-09 18:51:58+00:00","2001-04-09 18:51:58+00:00","positive","0.9"
"663.0","2795.0","8001.0","paddy buck","this is a simple but tasty recipe","2001-04-09 18:51:58+00:00","2001-04-09 18:51:58+00:00","positive","0.8"
"664.0","7864.0","5886.0","Mary Ellen Durfee","""I use fresh pineapple """" crushed in a food processor. The muffins are light and moist; a favorute of my family""","2001-04-09 18:51:58+00:00","2001-04-09 18:51:58+00:00","neutral","0.8"
"666.0","2122.0","8021.0","Penny Hill","Very easy to make.  Delicious as is or with one of the variations.","2001-04-09 18:51:58+00:00","2001-04-09 18:51:58+00:00","positive","0.9"
"668.0","542.0","7874.0","Victoria Cloud","We substituted Ritz cheddar crackers.  The kids loved it!  A keeper.","2001-04-09 18:51:59+00:00","2001-04-09 18:51:59+00:00","positive","0.9"
"670.0","3516.0","7619.0","Glenn Fischer","This took me about 15 minutes to prepare and about 20 minutes to cook. It turned out really well!  The only change I am going to try is to add a little sugar to the sauce.","2001-04-09 18:59:06+00:00","2001-04-09 18:59:06+00:00","negative","0.8"
"674.0","3595.0","7994.0","tania winn","I find this recipe hard to follow because im in australia  and need to find similar ingredients.","2001-04-09 19:00:06+00:00","2001-04-09 19:00:06+00:00","positive","0.9"
"676.0","3595.0","8061.0","tony mercado","I made this cake for my wife and she took it to her work and everyone wants me to make one for them.","2001-04-13 16:58:13+00:00","2001-04-13 16:58:13+00:00","positive","0.9"
"680.0","4313.0","8108.0","Kimberly Sanchez","This is a Grat recipe. Every one will love it. It's not to dull but not to sweet either. I almost perfect. Except the preparation.","2001-04-13 16:58:13+00:00","2001-04-13 16:58:13+00:00","positive","0.9"
"683.0","536.0","8208.0","Jill Willadsen","I like to make new dishes for potluck so I tried this recipe.  Everyone thought it was great and thought it was a fun and different kind of casserole.  You need to add Ketchup or BBQ sauce on the finished casserole to bring out the flavors - just like with corn dogs on a stick.","2001-04-13 16:58:13+00:00","2001-04-13 16:58:13+00:00","positive","0.9"
"684.0","2768.0","7371.0","steve boreland","I'm really going to try this one","2001-04-13 16:58:13+00:00","2001-04-13 16:58:13+00:00","positive","0.9"
"688.0","3760.0","6417.0","ELIZABETH FOOR","This is a refreshing fruit smoothie and I add some frozen cherrys and peaches...just to add more fruit and fiber....good stuff...","2001-04-13 16:58:13+00:00","2001-04-13 16:58:13+00:00","positive","0.95"
"689.0","16599.0","8313.0","Kirsty Smith","the best recipe for brownies I have ever found.","2001-04-18 08:53:25+00:00","2001-04-18 08:53:25+00:00","positive","0.8"
"691.0","5128.0","6383.0","Mary Rabbas","This is yumy if you want to try something to knock your socks off try Crab Bisque","2001-04-18 08:53:26+00:00","2001-04-18 08:53:26+00:00","positive","0.9"
"692.0","316.0","6863.0","Douglas Gove","Dolmades just cant be made without avgalimino sauce as it just doesn't have the same flavor.Check out a good recipe and try it you'll see what I mean.","2001-04-18 08:53:26+00:00","2001-04-18 08:53:26+00:00","positive","0.9"
"699.0","8766.0","8352.0","sean shannon","good","2001-04-18 08:53:27+00:00","2001-04-18 08:53:27+00:00","positive","0.9"
"703.0","8701.0","8395.0","Susan Quinn","These ribs were out of this world.  I cant wait til summer when I can bring them along to all the get-togethers we usually get invited to....They are sure worth the effort !!!!","2001-04-18 08:53:27+00:00","2001-04-18 08:53:27+00:00","positive","0.9"
"711.0","2601.0","8481.0","maureen wilson","This is a great dieting soup - it is nutritious and tastes really good (even better the next day).","2001-04-19 11:13:16+00:00","2001-04-19 11:13:16+00:00","positive","0.95"
"712.0","2536.0","8502.0","connie hanlon","made these for a large group gathering at work. went over well with the men and women. thanks for sharing!!!! it was very easy to prepare.","2001-04-19 11:13:16+00:00","2001-04-19 11:13:16+00:00","positive","0.9"
"715.0","4978.0","8511.0","Tod Monet","This dish might have tasted better by either replacing the tuna with a white fish or by adding olives or something. It was also a bit to bold tasting for me.","2001-04-19 11:13:16+00:00","2001-04-19 11:13:16+00:00","negative","0.9"
"718.0","2086.0","3934.0","Sandy","This is wonderful. I made one batch for trial then had to make 15 more batches.Very easy and makes in just minutes.","2001-04-22 19:54:35+00:00","2001-04-22 19:54:35+00:00","positive","0.9"
"732.0","6934.0","8611.0","pam doyle","Everytime I've served this I have rave reviews!!","2001-04-22 19:54:36+00:00","2001-04-22 19:54:36+00:00","positive","0.9"
"733.0","7224.0","6755.0","Joey Jabaley","This is a tasty use for eggplant that's easy to prepare and healthy to eat.","2001-04-22 19:54:36+00:00","2001-04-22 19:54:36+00:00","positive","0.9"
"735.0","8661.0","8619.0","Peter Wendt","Great simply prepared. classic.","2001-04-22 19:54:36+00:00","2001-04-22 19:54:36+00:00","positive","0.9"
"738.0","8744.0","8584.0","Barb Roseen","Great recipe.  I have tried it several times.  The cheese step was an added item that realy adds tot he taste.  I know the author and he has a whole prtfolio of great recipe that are simple and delicious....stay tune for future offerings.","2001-04-22 20:26:02+00:00","2001-04-22 20:26:02+00:00","positive","0.8"
"739.0","2886.0","8639.0","Nicole Schmitt","I have been searching for a good banana bread recipe for over a year and I finally found it!  What a super simple recipe with excellent results!!!  Try it - You'll LOVE it!!","2001-04-24 16:06:25+00:00","2001-04-24 16:06:25+00:00","positive","0.9"
"740.0","8787.0","8526.0","KissMyTiara","Very interesting and simple recipe I would have never thought of. The kid's and adults loved it. Looked like something from an expensive restaurant.","2001-04-24 16:07:29+00:00","2001-04-24 16:07:29+00:00","positive","0.8"
"742.0","8781.0","8526.0","KissMyTiara","Wonderful tasting and beautiful looking salad. Perfect for company. I added 1 thinly sliced apple. Good with fish and white wine.","2001-04-24 16:07:30+00:00","2001-04-24 16:07:30+00:00","positive","0.9"
"744.0","8473.0","2555.0","Wanda Fornal","Very good....my family loves it.","2001-11-13 09:48:19+00:00","2001-11-13 09:48:19+00:00","positive","0.9"
"746.0","6459.0","8653.0","dee freeman","but u need 2 have pictures","2001-04-24 16:55:19+00:00","2001-04-24 16:55:19+00:00","positive","0.8"
"747.0","5315.0","8629.0","Marie Nixon","I brought this to an office holiday party and everyone enjoyed it.","2001-04-24 17:25:47+00:00","2001-04-24 17:25:47+00:00","positive","0.9"
"749.0","330.0","8172.0","Glynis Hartman","Very easy to make.  Delicious!  I substituted green chiles for the salsa and I made my own chicken broth instead of using the canned.  Family wants me to make it again.  It's even better reheated!","2001-04-25 11:21:38+00:00","2001-04-25 11:21:38+00:00","positive","0.9"
"753.0","4978.0","4445.0","Nancy Joyner","This recipe is good with either white fish or tuna.  My sicillian husband found it a little bland so I substituted roasted red peppers for bell peppers.","2001-04-26 13:15:59+00:00","2001-04-26 13:15:59+00:00","positive","0.9"
"770.0","8594.0","8342.0","Kathy-Lynn","I loved this recipe!","2001-04-29 11:18:33+00:00","2001-04-29 11:18:33+00:00","neutral","0.6"
"774.0","249.0","8936.0","Michelle Croasmun","this was a great recipe. You can also substitute the pita bread with a soft tortilla wrap or even just crackers.   Also you can substitute the lemon-pepper with garlic pepper.","2001-05-01 09:33:40+00:00","2001-05-01 09:33:40+00:00","positive","0.9"
"776.0","893.0","8938.0","Barbara Jones","My family is from Maryland and always made this pie.  My aunt who passed away was a great white potato pie maker but never told us the full ingredients for her pie.  This one is great!","2001-05-01 09:33:41+00:00","2001-05-01 09:33:41+00:00","negative","0.9"
"780.0","4667.0","9007.0","russ winslow","Verry Yummy! My 9 y/o had 7 pieces!","2001-05-02 14:18:25+00:00","2001-05-02 14:18:25+00:00","positive","0.9"
"782.0","5466.0","8990.0","Michelle Gotshall","Thanks for the laugh!  I emailed this to my boyfriend and told him I'd be making it for supper tonight. I can't wait to hear his response!","2001-05-02 14:18:53+00:00","2001-05-02 14:18:53+00:00","positive","0.8"
"783.0","2770.0","9006.0","Lisa J","Considering I have nothing to compare it to. It took me over an hour and a half to find one recipe for Mulberry anything. It was great you have a great site here. Thank You If you could find a Mulberry wine recipe i would greatly appreciate it. Thanks again Lisa","2001-05-02 14:19:06+00:00","2001-05-02 14:19:06+00:00","positive","0.9"
"785.0","4627.0","8983.0","Cyndi Hughes","This soup was very good my whole family loved it I will be making that again.","2001-05-03 15:53:20+00:00","2001-05-03 15:53:20+00:00","positive","0.9"
"792.0","2746.0","9082.0","Rain8554","I used veggie meat instead of beef and it turned out quite good","2001-05-04 18:17:57+00:00","2001-05-04 18:17:57+00:00","negative","0.9"
"793.0","2940.0","9097.0","nate newbs","awesome!!!!","2001-05-07 11:24:30+00:00","2001-05-07 11:24:30+00:00","positive","0.8"
"794.0","7218.0","6512.0","Virginia Chandler","Easy and quick recipe. I substituted Sunflower Seeds for the Pine Nuts and it was very tasty.","2001-05-07 11:24:30+00:00","2001-05-07 11:24:30+00:00","positive","0.9"
"795.0","8247.0","6512.0","Virginia Chandler","If you like spicy then this recipe is for you. This recipe is pretty easy. Next time I make this dish I will cut the sauce in half.","2001-05-07 11:24:30+00:00","2001-05-07 11:24:30+00:00","positive","0.9"
"797.0","2820.0","9119.0","Leslie LEE","Simple to make and tastes great!","2001-05-07 11:24:30+00:00","2001-05-07 11:24:30+00:00","positive","0.9"
"798.0","8563.0","5644.0","Michelle Wells","Wonderful recipe !   My paprikash never turned out better since I started using this nockerl recipe.","2001-05-07 11:24:30+00:00","2001-05-07 11:24:30+00:00","positive","0.8"
"801.0","7929.0","7094.0","Michael Williams","Pure culinary magic. You will be hard pressed to find a more imaginative recipe. Bravo.","2001-05-07 11:24:30+00:00","2001-05-07 11:24:30+00:00","positive","0.9"
"809.0","2942.0","9203.0","Valerie Lindenmeyer","This is an outstanding punch! I used the recipe for a baby shower for 36 servings. I want to mention to use frozen concentrate lemonade.The preparation was so easy and I'm sure everyone will just go nuts over it. Try it now!","2001-05-10 10:23:08+00:00","2001-05-10 10:23:08+00:00","positive","0.9"
"810.0","129.0","9211.0","cmsnovi","We made this for a bridal shower and garnished it with a gingerale ring with strawberries and lemon/lime slices.  It was refreshing and looked pretty as well.","2001-05-10 10:23:08+00:00","2001-05-10 10:23:08+00:00","positive","0.9"
"811.0","4765.0","9225.0","Valerie Johnson","""This is a great alternative for french fries.  My kids are asking me for the new kind of """"French Fries"""".  They are tasty enough that you don't need katup.""","2001-05-10 10:23:08+00:00","2001-05-10 10:23:08+00:00","positive","0.95"
"817.0","5454.0","8763.0","Stephanie Tanner","This food is yummy i love the mixture of the ingrediants!","2001-05-10 10:23:08+00:00","2001-05-10 10:23:08+00:00","negative","0.7"
"819.0","1246.0","9082.0","Rain8554","i only made the sauce for this recipe but it was quite tasty! Very simple and easy to make","2001-05-10 10:23:09+00:00","2001-05-10 10:23:09+00:00","positive","0.9"
"821.0","8670.0","9312.0","swati gorcale","It's just yummy! Even my kids loved it!","2001-05-13 17:55:25+00:00","2001-05-13 17:55:25+00:00","positive","0.9"
"823.0","4799.0","6406.0","Judith Fraser","This is delicious and is very important to get the pineapple as dry as possible.  I used chopped walnuts instead of pecans.","2001-05-13 17:55:25+00:00","2001-05-13 17:55:25+00:00","positive","0.9"
"824.0","1460.0","9209.0","Andy Rice","Great recipe! Awesome taste!!!","2001-05-13 17:55:25+00:00","2001-05-13 17:55:25+00:00","","0.0"
"831.0","8926.0","9450.0","John Beam","One of my favorite creations by this talented food artist. A simple but thorougly enjoyable dish. Ideal for one of those rainy Seattle nights...","2001-05-16 10:26:26+00:00","2001-05-16 10:26:26+00:00","","0.0"
"835.0","9007.0","9441.0","Lisa Sorrell","I have never heard of Rotel.  I will be sure to look for it!","2001-08-29 11:57:06+00:00","2001-08-29 11:57:06+00:00","","0.0"
"849.0","4854.0","9121.0","Carol Bullock","Not very good.  Not much flavor.","2001-05-17 10:39:21+00:00","2001-05-17 10:39:21+00:00","","0.0"
"857.0","8704.0","7370.0","Gina Arnone","Yeah!! The stroganoff that I have missed in a mushroom free enviroment for my husband.  I have also substituted the beef for chicken and the mushroom soup for cream of chicken for the easiest chicken paprika I have ever made.  Thank You for this wounderful recipe!","2001-05-20 10:18:00+00:00","2001-05-20 10:18:00+00:00","","0.0"
"859.0","8970.0","9347.0","Janice McPherson","Easy recipe - couldn't believe how easy. But I found there was too much flour -left out nearly i cup.And tastes great Janice","2001-05-20 10:18:00+00:00","2001-05-20 10:18:00+00:00","","0.0"
"860.0","8534.0","8627.0","Jon Edwards","This dish is excellant!","2001-05-20 15:01:19+00:00","2001-05-20 15:01:19+00:00","","0.0"
"861.0","5392.0","8627.0","Jon Edwards","This is a very good veggie dish.  I went a little easy on the spinich though.","2001-05-20 15:01:19+00:00","2001-05-20 15:01:19+00:00","","0.0"
"862.0","7294.0","9622.0","saxonct","I would love to make this recipe but there is no indication of how many eggs it calls for. HELP!","2001-05-20 15:15:42+00:00","2001-05-20 15:15:42+00:00","","0.0"
"863.0","8524.0","7422.0","CookieGirl23","This recipe is simple to make and flavorful but I found the cornchips became very mushy with the liquid on it.  I did add black beans (drained) to add additional color and protein to dish.","2001-05-21 10:35:48+00:00","2001-05-21 10:35:48+00:00","","0.0"
"866.0","8592.0","6975.0","roxanne","wow!!","2001-05-21 10:35:49+00:00","2001-05-21 10:35:49+00:00","","0.0"
"868.0","44.0","9816.0","Kathy Jester","It is a great meal I put it with noodles and it is nice and creamy and a good taste as well. It was easy to make. All you need is a picture of it to go with it.","2001-05-21 10:35:49+00:00","2001-05-21 10:35:49+00:00","","0.0"
"872.0","3548.0","10008.0","Rhonda G","can't wait to try this yummy recipe","2001-05-24 08:50:38+00:00","2001-05-24 08:50:38+00:00","","0.0"
"886.0","8654.0","10127.0","Melody Olson","My husband is a really picky eater and he loved this very easy recipe!","2001-05-24 08:50:39+00:00","2001-05-24 08:50:39+00:00","","0.0"
"889.0","3748.0","10033.0","spatchcock","This was wonderful--finally got around to using the A to Z ingredients--and I used 2 cups of strawberries! this bread was great--it will be in my cookbook for good because of its totally unmatched level of versatility.","2002-07-18 19:28:16+00:00","2002-07-18 19:28:16+00:00","","0.0"
"892.0","8697.0","5523.0","Dave C","Try Frying your potatoes and adding boiled eggs cut in four.Mix well in a bowl and serve.","2001-05-24 21:38:20+00:00","2001-05-24 21:38:20+00:00","","0.0"
"893.0","481.0","7515.0","Diane Fouts","I made this for Mother's Day dinner.  It was a big hit!","2001-05-24 21:38:00+00:00","2001-05-24 21:38:00+00:00","","0.0"
"894.0","8855.0","6357.0","Charishma_Ramchanda","Forget about those calories while you enjoy this dessert!!","2001-05-24 21:41:01+00:00","2001-05-24 21:41:01+00:00","","0.0"
"904.0","8964.0","6357.0","Charishma_Ramchanda","Its so nutritious and filling!!!","2001-05-24 21:38:01+00:00","2001-05-24 21:38:01+00:00","","0.0"
"906.0","8947.0","6357.0","Charishma_Ramchanda","Its tooooo good to resist and once you start having it you can''t stop!!","2001-05-24 21:40:09+00:00","2001-05-24 21:40:09+00:00","","0.0"
"908.0","8894.0","6357.0","Charishma_Ramchanda","YUMMMYYYY is the only word that can describe this yummy dessert!!","2001-05-24 21:40:38+00:00","2001-05-24 21:40:38+00:00","","0.0"
"914.0","8966.0","2595.0","eboyd","This sounds like a wonderful way to can my extra tomatoes and have a sauce that will be unusual and good with pasta as well as with Indian dishes","2001-05-25 09:33:14+00:00","2001-05-25 09:33:14+00:00","","0.0"
"915.0","7803.0","2595.0","eboyd","This has got to be wonderful. I'm a lemon lover and make my coleslaw dressing with lemon juice too. Will try this this weekend.","2001-05-25 09:33:14+00:00","2001-05-25 09:33:14+00:00","","0.0"
"916.0","70137.0","9876.0","Joan Harrell","Surprising hit with my family!! I tried green chilies since I had no olives & added a pinch of sugar with the chilie powder. Good for a change.. Surely a keeper!","2001-05-25 09:33:14+00:00","2001-05-25 09:33:14+00:00","","0.0"
"920.0","7437.0","5999.0","madaline austin","This was wonderful using the original recipe.  I also changed it using venison and had a hit with the family!","2001-05-26 16:38:45+00:00","2001-05-26 16:38:45+00:00","","0.0"
"924.0","721.0","8629.0","Marie Nixon","This was easy to put together and tasted good. It is a small casserole.","2001-05-26 16:38:45+00:00","2001-05-26 16:38:45+00:00","","0.0"
"925.0","677.0","10227.0","Norma Taylor","The revipe was pretty easy.It took a while but it isnt complicated. The dish was delicious I ate too much.I suggest a sweet mellow smooth wine.","2001-05-26 16:38:45+00:00","2001-05-26 16:38:45+00:00","","0.0"
